id,predizione,effettivo
7593,2.2665646,11.0
3599,1.79344,8.0
13413,1.6612605,3.0
4474,1.4733315,3.0
4474,1.4733315,3.0
8290,2.3971376,10.0
10596,2.5940795,10.0
9661,2.0583014,7.0
4568,1.5568819,2.0
8738,2.7560892,21.0
2251,2.2562056,9.0
13922,1.762862,11.0
6350,1.4679754,5.0
3809,2.6614237,24.0
11163,1.7273567,3.0
4225,1.8232481,9.0
7258,1.7137482,4.0
8413,1.6103667,4.0
7375,2.2413433,4.0
10689,1.6882507,2.0
6600,1.5022243,2.0
5395,1.6540484,8.0
5886,2.0933404,10.0
12550,2.3521276,10.0
8287,2.1962936,12.0
9678,1.5848755,4.0
8281,1.8378952,6.0
13711,1.9632366,4.0
277,1.511075,2.0
9350,2.5992408,20.0
10843,1.8373721,9.0
8343,1.8963468,9.0
363,1.8348272,11.0
6511,1.585299,8.0
7916,2.3493965,9.0
10797,1.8566445,0.0
4453,1.5101932,3.0
11226,1.1051024,1.0
1772,2.6074138,1.0
12586,2.4497669,6.0
4841,1.8561971,21.0
10185,1.8226552,17.0
6280,1.7706466,3.0
2330,1.4736345,3.0
7931,2.064909,6.0
9126,1.9446025,5.0
11126,1.7133148,3.0
4420,1.4707296,4.0
4420,1.4707296,4.0
4592,1.5459315,0.0
3674,1.6262846,4.0
787,2.169436,15.0
8473,2.568372,9.0
13551,1.6909978,11.0
8715,2.438713,16.0
1352,1.7750242,11.0
4303,1.613087,6.0
4303,1.613087,6.0
2010,1.4033722,3.0
13694,1.8516688,4.0
480,1.4697413,1.0
10758,2.1061544,16.0
9136,1.7468268,6.0
4379,1.490112,3.0
4427,1.52649,4.0
5483,1.6859741,2.0
12293,3.0530348,14.0
1260,2.5895867,18.0
372,1.7320948,9.0
1945,2.6507702,22.0
6176,1.8180867,2.0
6,3.046413,20.0
8768,1.8763946,4.0
8382,1.7791191,8.0
11310,1.2410823,1.0
235,1.156209,1.0
4802,1.5671862,11.0
4802,1.5671862,11.0
4073,1.5039566,2.0
7650,2.1746202,7.0
10093,1.76975,24.0
13476,2.1282978,5.0
8430,1.7073548,1.0
1400,1.6447864,4.0
12765,1.7127197,6.0
10413,2.1868515,25.0
7799,1.7155418,10.0
8130,1.7911222,2.0
12651,1.8697765,5.0
3833,1.5523593,11.0
12137,2.582406,6.0
5328,1.7260735,4.0
4537,1.5168912,5.0
4537,1.5168912,5.0
9013,2.452109,10.0
13644,1.7304146,3.0
4415,1.4764451,5.0
4415,1.4764451,5.0
1840,2.6549292,16.0
941,2.5108593,14.0
3682,1.6321573,1.0
10217,1.6879231,7.0
13656,2.2930174,18.0
13345,1.5528023,6.0
7418,1.858139,14.0
9593,1.9079455,16.0
10451,2.2265115,14.0
440,1.9590019,5.0
7039,1.9347923,3.0
5259,2.2443051,11.0
3920,1.5403746,1.0
7095,1.4911318,2.0
2221,2.0304184,9.0
4366,1.5543513,0.0
9398,2.4288568,10.0
11756,1.1051024,3.0
13916,1.837207,6.0
6112,1.6679139,7.0
11943,2.7218823,16.0
6926,2.094048,9.0
4262,1.4573319,0.0
4262,1.4573319,0.0
12828,1.4476717,0.0
7857,1.8373737,11.0
11446,2.146761,8.0
5788,1.5138154,3.0
5525,1.7409925,8.0
6471,1.7742455,10.0
10579,2.2190833,5.0
13634,2.427115,14.0
13047,1.7043386,5.0
10581,2.3562536,13.0
5494,1.7107311,3.0
13498,2.135421,3.0
6027,1.5393163,10.0
1494,2.5511913,12.0
10193,2.0592263,23.0
5717,1.6967955,17.0
2374,1.3072852,3.0
13914,1.8127011,19.0
5235,1.4544728,0.0
6503,1.6052017,14.0
10871,1.5767723,3.0
7831,1.7246375,1.0
5466,1.5503478,10.0
9844,2.2726867,10.0
8598,1.7668204,1.0
8004,2.7332401,17.0
8608,2.0320334,1.0
10856,2.1337104,4.0
6217,1.4461825,9.0
12789,1.9349403,15.0
13627,1.8244891,4.0
1382,2.406733,5.0
967,2.1929502,8.0
7352,1.906857,5.0
5378,1.7911035,6.0
5299,1.5754154,5.0
9919,2.160135,8.0
8447,2.0206325,8.0
12169,2.699849,10.0
3591,1.5712318,2.0
6832,1.6391907,5.0
6832,1.6391907,5.0
6832,1.6391907,5.0
8756,1.7091787,4.0
6017,1.9115157,22.0
7356,1.5717509,2.0
10582,2.7805,3.0
10199,1.8975565,22.0
11660,2.395937,9.0
10903,1.9419214,7.0
9690,1.574014,3.0
3648,1.5656329,2.0
1929,2.516952,13.0
13701,1.6963863,1.0
1115,2.0413427,20.0
8782,1.6203601,6.0
6674,1.4017681,1.0
11752,1.4933846,3.0
6782,1.7499983,3.0
7376,2.1056533,4.0
11999,2.9017286,20.0
6302,1.678797,8.0
5324,2.7988296,19.0
8025,1.8247669,7.0
6499,1.6054816,9.0
10515,2.4911897,24.0
12260,1.6229813,5.0
5775,1.533222,3.0
7704,2.671628,14.0
2175,1.3094486,3.0
4587,1.5144113,3.0
498,1.580026,4.0
5526,1.4377538,8.0
10294,1.621422,6.0
4291,1.6844821,6.0
4291,1.6844821,6.0
52,1.7133126,6.0
9830,2.0532799,10.0
6651,1.4928138,1.0
5123,1.8477209,10.0
4394,1.8233567,9.0
4394,1.8233567,9.0
13506,2.135511,3.0
4392,1.7601361,9.0
4392,1.7601361,9.0
4636,1.4526205,1.0
1165,2.551893,7.0
7038,1.8434827,3.0
5423,2.0064394,25.0
13860,2.0418844,10.0
348,1.5515442,3.0
4563,1.5271792,2.0
8710,2.3168054,18.0
5043,1.5508767,4.0
12318,1.1051024,0.0
7616,2.0299609,5.0
3588,2.0158103,9.0
3821,1.534465,16.0
10455,2.2264948,15.0
9764,1.8817601,19.0
6340,1.6824327,3.0
8982,1.4758661,0.0
7018,2.4263015,11.0
7858,1.8686631,9.0
4470,1.5344102,3.0
4470,1.5344102,3.0
8255,1.7934798,2.0
283,1.5766445,7.0
1756,1.5155015,3.0
7337,1.4640619,4.0
8593,1.8110138,6.0
7416,1.9578316,22.0
11981,2.7160733,14.0
4309,1.6309044,6.0
4309,1.6309044,6.0
13624,1.7737257,11.0
4057,1.9509755,19.0
4444,1.5276027,6.0
12200,1.223409,0.0
6766,1.7332945,3.0
1327,1.5844116,4.0
5485,1.5221995,3.0
5931,2.413394,18.0
6159,1.814378,6.0
13048,1.7055709,5.0
1578,2.5002456,17.0
10041,1.4169344,2.0
1543,1.7759697,11.0
11828,1.6196666,2.0
875,2.292958,19.0
4344,1.4258757,7.0
8421,1.692362,4.0
1005,2.5076456,18.0
9420,1.7067822,1.0
7513,2.5641391,11.0
11282,1.7051293,5.0
6890,1.6082095,2.0
2051,1.3765987,3.0
8702,2.7059083,25.0
4311,2.0724916,10.0
4311,2.0724916,10.0
627,2.1159,5.0
627,2.1159,5.0
429,1.4082515,1.0
55,1.9231615,3.0
8551,2.1119993,11.0
5335,1.5374287,5.0
7533,2.029986,6.0
12741,1.6060141,2.0
992,2.4996495,10.0
1267,2.7049613,21.0
6656,1.8586738,0.0
1261,2.971385,20.0
6207,1.54055,0.0
9705,1.8220146,3.0
9055,1.9891844,9.0
5963,1.8530735,10.0
2099,1.7470067,9.0
4827,1.720789,11.0
12047,1.957633,8.0
8929,2.2575169,21.0
1189,1.4215016,5.0
93,2.6182084,17.0
958,2.0527868,4.0
12605,1.5903072,8.0
10338,2.6398711,14.0
3659,1.5743028,2.0
4495,1.5166031,3.0
4495,1.5166031,3.0
1264,2.935439,20.0
3767,1.5262024,2.0
9231,1.6689427,3.0
5796,1.4845005,3.0
6594,1.6500814,1.0
4443,1.7485021,9.0
10209,2.1175985,18.0
2171,1.6341035,1.0
11338,1.3080126,3.0
13629,1.4993834,0.0
3688,1.6322582,1.0
4037,1.498244,1.0
3681,1.793332,1.0
11203,1.2536955,1.0
1314,1.8322862,4.0
8376,1.7419922,8.0
13161,3.0031755,22.0
9504,3.4177976,18.0
4602,1.5033287,6.0
8894,2.5245295,24.0
13584,1.5755436,7.0
1699,1.4593434,4.0
8491,3.1051197,16.0
10187,1.6761061,10.0
6205,1.569683,2.0
10005,1.7593393,4.0
6522,1.7114646,9.0
11402,1.1051024,1.0
11327,1.3778635,1.0
7889,3.2390862,15.0
522,1.7123151,2.0
6734,1.8206012,1.0
13322,2.0722125,24.0
5563,1.5289679,11.0
7882,2.2726893,9.0
5479,1.7957453,9.0
9950,1.6624758,1.0
6396,1.28002,0.0
10011,1.780863,7.0
1301,1.4876939,3.0
11637,1.4022315,4.0
10742,2.561553,11.0
8295,2.2017686,8.0
13283,2.5439005,20.0
10368,2.240347,2.0
7591,2.2664657,11.0
13038,1.790175,8.0
2200,1.3204867,2.0
4088,1.4943979,1.0
7076,2.53341,13.0
1076,2.0285187,9.0
5736,1.5416434,2.0
9967,1.9606063,22.0
12378,1.1069623,0.0
7456,2.3187473,12.0
11534,1.6759598,3.0
9685,1.5740054,5.0
9655,1.8788551,13.0
8417,1.6924641,2.0
10137,1.6937251,11.0
4250,1.823279,9.0
4250,1.823279,9.0
4479,1.5169946,3.0
4479,1.5169946,3.0
13787,1.6508179,4.0
6392,1.2800057,0.0
12869,1.6859075,5.0
8489,1.5511703,3.0
8991,2.0819702,9.0
9267,1.746572,3.0
4402,1.526361,3.0
1825,2.6549668,13.0
5807,1.4445832,1.0
12249,1.5919428,1.0
3719,1.936214,12.0
487,1.819649,6.0
5066,1.4050181,2.0
4331,1.6789706,5.0
4331,1.6789706,5.0
12599,2.7278934,20.0
1627,2.2654343,22.0
616,1.8299954,3.0
4488,1.8379037,7.0
4488,1.8379037,7.0
1470,1.8442509,3.0
8700,2.7059073,25.0
9271,2.7175312,12.0
2116,1.7693572,6.0
5167,1.4051385,14.0
5549,2.0990355,11.0
7546,1.9296143,6.0
5182,2.3005702,21.0
12652,1.2006094,0.0
1598,2.5821922,24.0
4641,1.497698,1.0
6238,1.4679319,12.0
669,1.7856138,8.0
4476,1.471163,3.0
4476,1.471163,3.0
4035,1.5422122,1.0
10825,2.3271217,8.0
4335,1.5965326,6.0
4335,1.5965326,6.0
9500,2.0454335,2.0
3820,1.5343726,18.0
13718,2.2629454,17.0
11957,1.1515671,1.0
9829,2.0209744,12.0
13528,1.7030702,6.0
8483,1.8041998,4.0
7694,2.58632,8.0
7694,2.58632,8.0
7694,2.58632,8.0
7694,2.58632,8.0
5478,1.7957448,10.0
999,2.5060618,8.0
4418,1.534256,3.0
4418,1.534256,3.0
3849,1.542931,1.0
6781,1.8685598,3.0
9866,1.6265793,6.0
1820,2.6604476,16.0
4183,1.8872175,6.0
5086,1.4421971,1.0
12890,1.4360652,1.0
2124,2.0600767,9.0
354,1.653062,2.0
2313,1.5912704,5.0
9909,1.8497667,8.0
11398,1.2384303,1.0
7881,3.114077,13.0
7171,2.6928203,10.0
4949,1.8503746,14.0
13444,1.8052216,6.0
13602,1.7618437,10.0
2208,1.3240824,6.0
7527,2.0245848,4.0
10200,2.634339,24.0
9747,1.6634004,25.0
6385,1.6960334,1.0
1093,2.8554523,14.0
11921,2.3757095,14.0
11764,1.4674,1.0
3830,1.5313467,7.0
1783,1.8826897,5.0
1257,2.2486024,13.0
6109,1.574903,7.0
2157,2.447127,15.0
9900,1.4062419,4.0
598,1.7888751,3.0
598,1.7888751,3.0
3806,1.7128863,6.0
7715,1.9147522,3.0
13807,1.7340249,1.0
1531,2.3974576,12.0
12474,1.4784514,1.0
12512,1.9625862,0.0
12055,2.3124003,5.0
11822,1.256413,1.0
500,1.3579817,1.0
3897,1.5651884,14.0
11049,2.2495694,10.0
7539,1.9295924,5.0
5965,1.6060596,17.0
5965,1.6060596,17.0
4805,1.6490383,13.0
4682,2.0052433,10.0
7596,1.9847076,10.0
2238,2.2019496,9.0
5800,1.4844903,2.0
5236,1.4218981,1.0
1090,2.8721926,13.0
9865,1.7149773,6.0
5364,1.669693,4.0
7540,2.0353873,5.0
1265,2.6776536,20.0
7741,1.701225,3.0
3695,2.0006402,8.0
6401,1.4229746,0.0
5799,1.4872352,2.0
13470,2.1280804,6.0
8560,1.7240483,4.0
2350,2.3759317,16.0
12892,1.4391365,1.0
2237,2.2020435,9.0
6296,1.6666707,2.0
11189,1.2221316,1.0
9468,2.5777805,22.0
11492,1.4892801,1.0
4298,1.5165052,3.0
4298,1.5165052,3.0
9196,2.2126322,13.0
6910,1.6086779,6.0
10295,1.4102756,6.0
6229,1.4460597,4.0
7920,2.0578516,7.0
13522,1.7123326,8.0
4526,1.4729824,3.0
1549,1.4214973,6.0
12604,1.2231811,0.0
9641,2.415668,8.0
10547,2.5641599,4.0
5583,1.4502234,13.0
5249,2.0709853,25.0
8637,1.5400571,3.0
12431,1.6498508,8.0
382,1.7965627,5.0
2146,1.7789632,5.0
11665,1.1051024,1.0
6299,1.4465296,10.0
4543,1.4710579,3.0
4543,1.4710579,3.0
1971,1.7260911,4.0
4671,1.4426496,4.0
12881,1.3922122,1.0
5071,1.4777601,0.0
2339,1.473639,3.0
3709,1.463301,8.0
1981,2.0173337,6.0
6300,1.4461685,10.0
318,1.6686462,4.0
7250,1.7433103,2.0
6779,1.4964266,3.0
12573,1.2261051,0.0
2243,2.3016984,9.0
10061,1.8627734,7.0
7129,1.7607855,10.0
2310,1.8567603,3.0
13618,1.8968116,8.0
8234,1.7946869,3.0
12397,2.3382564,1.0
2179,2.068756,6.0
5011,2.027444,7.0
8180,2.111906,7.0
391,1.9019423,7.0
4154,3.2230134,15.0
5315,1.5218663,4.0
10759,1.6569939,8.0
9160,2.011127,7.0
1441,1.4565895,9.0
1778,2.2539222,9.0
9771,1.6421757,10.0
1668,1.3255919,2.0
346,1.6076506,3.0
11428,1.2001892,0.0
3945,2.0180483,17.0
9505,2.062741,2.0
10959,2.793552,25.0
9309,2.5233772,15.0
10890,2.038117,10.0
11452,2.4227538,15.0
4620,1.4812787,2.0
5134,1.5001372,15.0
9684,1.648374,6.0
10622,2.413532,16.0
6117,1.4942364,7.0
6962,2.0567265,5.0
13412,1.6822613,2.0
3824,1.5788227,9.0
13427,1.8928204,3.0
1211,2.1468651,7.0
5036,1.711098,14.0
4306,1.4706728,3.0
4306,1.4706728,3.0
1774,1.9719424,5.0
10567,2.3035402,9.0
9390,1.4936458,0.0
13838,1.5764532,3.0
11585,1.2250812,2.0
13630,1.8478608,4.0
1397,1.7783991,6.0
4273,1.550096,3.0
4273,1.550096,3.0
8987,2.4535818,17.0
7557,1.912169,6.0
13858,2.141644,15.0
4303,1.613087,6.0
4303,1.613087,6.0
12353,1.4275532,4.0
5351,1.4325234,1.0
7167,3.4795752,17.0
2137,2.5056834,14.0
5145,1.4924307,5.0
4230,1.7727063,10.0
1798,2.6576324,12.0
8233,1.7606065,3.0
8592,2.0102167,8.0
8811,1.6869011,4.0
1974,1.7267116,4.0
1403,1.3447613,4.0
9017,2.2286115,11.0
8878,2.2312727,9.0
1486,2.4284575,23.0
6797,1.73846,3.0
6797,1.73846,3.0
4507,1.4707729,3.0
4507,1.4707729,3.0
10190,1.6974134,17.0
4959,1.6588507,2.0
3748,1.7491837,6.0
4254,1.8131131,7.0
4254,1.8131131,7.0
7659,3.097683,22.0
7659,3.097683,22.0
7659,3.097683,22.0
7659,3.097683,22.0
4531,1.5170153,3.0
4531,1.5170153,3.0
6472,1.7539823,10.0
4239,1.5338984,3.0
4239,1.5338984,3.0
4486,1.7015209,6.0
4486,1.7015209,6.0
10441,2.2188551,17.0
11993,2.8963094,18.0
8848,2.1796455,8.0
5562,1.7636615,7.0
7681,3.097694,22.0
7681,3.097694,22.0
7681,3.097694,22.0
7681,3.097694,22.0
4025,1.4724797,2.0
6951,1.9075637,3.0
13501,2.135539,3.0
9460,1.7125456,6.0
1027,1.59479,3.0
1117,1.9395549,12.0
7351,1.9760098,4.0
3605,1.4625051,1.0
9389,1.5644338,0.0
6359,1.5285726,6.0
75,1.8318449,6.0
12657,2.0059233,6.0
8113,1.5368941,5.0
5676,1.5208788,4.0
8993,2.081916,9.0
4831,1.8875825,20.0
1373,1.5430524,3.0
13460,2.1282535,5.0
5635,1.6170491,10.0
6025,1.7059402,12.0
2230,1.3373287,1.0
4394,1.8233567,9.0
4394,1.8233567,9.0
13615,2.0609484,12.0
9396,1.7862816,6.0
7639,3.2788634,19.0
550,1.765101,1.0
3668,1.555285,2.0
13438,1.6979378,3.0
7271,2.052802,7.0
6706,1.544872,1.0
5202,1.8540254,10.0
8002,2.8158898,19.0
10898,1.51645,7.0
5369,1.4694166,1.0
9174,1.8820841,4.0
5320,1.5216094,4.0
1835,2.826603,19.0
12608,1.2716284,3.0
5133,1.5000999,15.0
7614,1.9447823,6.0
11160,1.8260201,9.0
6515,1.7260587,10.0
13146,2.492889,15.0
6764,1.8935517,3.0
1227,2.00545,5.0
1448,1.7280309,3.0
5514,1.5777241,10.0
871,2.3028705,11.0
8516,2.6085885,17.0
13954,1.7296424,9.0
9531,1.755125,5.0
7725,1.8538594,4.0
4173,2.1884456,7.0
8385,1.7638407,8.0
1280,3.0937943,15.0
14006,2.0349712,24.0
4093,1.8152208,3.0
4931,2.102852,18.0
13375,1.9818661,23.0
13375,1.9818661,23.0
816,1.7268156,2.0
8861,2.1084838,6.0
10390,1.8917422,5.0
1056,2.1694193,6.0
6290,1.5569042,3.0
10408,2.2048473,25.0
1853,1.4178245,1.0
7723,1.7160995,1.0
8068,1.9524257,6.0
13766,2.108666,18.0
4053,1.6994476,18.0
5045,1.496561,3.0
4192,1.9243057,4.0
8827,1.9517252,2.0
825,1.4924436,5.0
7176,1.7361293,8.0
2169,2.4610794,10.0
7496,1.5566974,10.0
10464,2.2264934,15.0
13923,1.7404315,6.0
13846,1.5686251,3.0
9119,2.1745095,8.0
8818,2.2095842,8.0
789,2.1699772,15.0
8165,1.8723016,3.0
980,2.3867598,9.0
12417,1.4105083,7.0
13967,1.7675786,10.0
2140,2.5764508,12.0
9853,1.6359074,3.0
9913,1.6562183,10.0
12069,3.0258355,25.0
13216,2.35499,21.0
7139,1.6311066,3.0
4575,1.5318255,3.0
6436,1.7465026,0.0
2154,2.4412515,12.0
7662,2.5863042,8.0
7662,2.5863042,8.0
7662,2.5863042,8.0
7662,2.5863042,8.0
11363,1.5525289,4.0
12391,2.6349573,8.0
11950,2.465527,14.0
7674,2.5863101,8.0
7674,2.5863101,8.0
7674,2.5863101,8.0
7674,2.5863101,8.0
1226,2.0236292,6.0
7571,1.8853415,5.0
8845,2.6134963,4.0
4325,1.4535295,3.0
4325,1.4535295,3.0
1556,1.4639065,12.0
11231,1.2240773,1.0
8333,1.7276628,7.0
2268,2.229474,12.0
7987,2.453599,20.0
11540,1.1856978,0.0
13534,1.6980007,7.0
6132,1.514615,1.0
455,1.8575096,5.0
5418,1.9698917,18.0
617,1.7139623,3.0
68,1.9627954,7.0
10550,2.610354,9.0
11287,1.429731,5.0
7624,2.1485372,13.0
4794,1.5920618,11.0
4794,1.5920618,11.0
10804,1.6230088,7.0
8058,1.7653074,9.0
4537,1.5168912,5.0
4537,1.5168912,5.0
6297,1.539849,7.0
2009,1.7889163,5.0
3779,1.5291351,2.0
4681,1.4123985,3.0
575,1.6561246,2.0
4260,1.6156766,6.0
4260,1.6156766,6.0
745,2.157476,16.0
7951,1.6714256,7.0
13495,2.1350887,3.0
9357,1.7802484,9.0
12051,1.4289807,5.0
10592,2.7333739,21.0
3962,1.7438331,2.0
5773,1.471697,2.0
4031,1.5878524,6.0
12810,1.7668662,15.0
6892,1.6082473,2.0
12523,2.038588,4.0
1934,2.6448627,17.0
4945,1.7583215,13.0
9428,1.9661598,4.0
865,2.3597603,10.0
7349,2.3171399,7.0
5283,1.8376186,5.0
